Compiling /home/azbench/image/run_raftkvs_server.sc
2022/07/02 18:18:26 removing badger files
2022/07/02 18:18:26 persist false
2022/07/02 18:18:26 Monitor: started listening on 10.0.0.4:9000
2022/07/02 18:18:26 relaxed mailboxes started listening on: 10.0.0.4:8000
2022/07/02 18:18:26 fd change state: archetype = 1, old state = uninitialized, new state = alive. Due to rpc call reply
2022/07/02 18:18:26 fd change state: archetype = 3, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.6:9000: connect: connection refused
2022/07/02 18:18:26 fd change state: archetype = 2, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.5:9000: connect: connection refused
2022/07/02 18:18:26 failed to dial 10.0.0.6:8000, aborting: dial tcp 10.0.0.6:8000: connect: connection refused
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:49 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:51684->10.0.0.7:8023: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:57350->10.0.0.7:8004: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:60092->10.0.0.7:8044: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:54694->10.0.0.7:8026: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:41162->10.0.0.7:8045: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:49682->10.0.0.7:8016: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:55438->10.0.0.7:8058: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:33290->10.0.0.7:8040: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:55060->10.0.0.7:8039: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:37722->10.0.0.7:8001: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:43702->10.0.0.7:8055: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:48860->10.0.0.7:8027: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:40270->10.0.0.7:8009: write: broken pipe
2022/07/02 18:18:55 network error during remote value write, aborting: write tcp 10.0.0.4:34058->10.0.0.7:8030: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:53270->10.0.0.7:8028: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:53412->10.0.0.7:8018: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:55032->10.0.0.7:8060: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:39268->10.0.0.7:8031: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:55144->10.0.0.7:8015: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:47928->10.0.0.7:8037: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:46078->10.0.0.7:8049: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:37110->10.0.0.7:8008: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:56092->10.0.0.7:8051: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:60996->10.0.0.7:8007: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:51230->10.0.0.7:8032: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:46476->10.0.0.7:8048: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:50432->10.0.0.7:8025: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:59242->10.0.0.7:8014: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:36330->10.0.0.7:8029: write: broken pipe
2022/07/02 18:18:56 network error during remote value write, aborting: write tcp 10.0.0.4:54448->10.0.0.7:8035: write: broken pipe
2022/07/02 18:18:57 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:57 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:57 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:33470->10.0.0.7:8053: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:48476->10.0.0.7:8057: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:40178->10.0.0.7:8003: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:47408->10.0.0.7:8020: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:37594->10.0.0.7:8024: write: broken pipe
2022/07/02 18:18:57 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:57 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:56388->10.0.0.7:8050: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:47684->10.0.0.7:8010: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:57022->10.0.0.7:8019: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:46166->10.0.0.7:8042: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:55102->10.0.0.7:8002: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:51942->10.0.0.7:8006: write: broken pipe
2022/07/02 18:18:57 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:46258->10.0.0.7:8059: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:35588->10.0.0.7:8017: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:49582->10.0.0.7:8022: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:34842->10.0.0.7:8041: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:38658->10.0.0.7:8005: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:47964->10.0.0.7:8013: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:55656->10.0.0.7:8052: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:42126->10.0.0.7:8011: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:46170->10.0.0.7:8047: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:37880->10.0.0.7:8021: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:37514->10.0.0.7:8036: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:54994->10.0.0.7:8038: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:51744->10.0.0.7:8033: write: broken pipe
2022/07/02 18:18:57 network error during remote value write, aborting: write tcp 10.0.0.4:38518->10.0.0.7:8046: write: broken pipe
2022/07/02 18:18:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:58 network error during remote value write, aborting: write tcp 10.0.0.4:60648->10.0.0.7:8012: write: broken pipe
2022/07/02 18:18:58 network error during remote value write, aborting: write tcp 10.0.0.4:58426->10.0.0.7:8034: write: broken pipe
2022/07/02 18:18:58 network error during remote value write, aborting: write tcp 10.0.0.4:36212->10.0.0.7:8043: write: broken pipe
2022/07/02 18:18:58 network error during remote value write, aborting: write tcp 10.0.0.4:33398->10.0.0.7:8056: write: broken pipe
2022/07/02 18:18:58 network error during remote value write, aborting: write tcp 10.0.0.4:45326->10.0.0.7:8054: write: broken pipe
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:18:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:01 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:01 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:01 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:01 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:01 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:01 received SIGTERM
2022/07/02 18:19:01 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:01 handleConn err = EOF, value = defaultInitValue
2022/07/02 18:19:01 network error during remote value write, aborting: write tcp 10.0.0.4:35198->10.0.0.5:8000: write: broken pipe
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 18:19:01 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
