Compiling /home/azbench/image/run_raftkvs_server.sc
2022/07/02 12:40:35 removing badger files
2022/07/02 12:40:35 persist false
2022/07/02 12:40:35 Monitor: started listening on 10.0.0.4:9000
2022/07/02 12:40:35 relaxed mailboxes started listening on: 10.0.0.4:8000
2022/07/02 12:40:35 fd change state: archetype = 1, old state = uninitialized, new state = alive. Due to rpc call reply
2022/07/02 12:40:35 fd change state: archetype = 3, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.6:9000: connect: connection refused
2022/07/02 12:40:35 fd change state: archetype = 2, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.5:9000: connect: connection refused
2022/07/02 12:40:35 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:40:58 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:38260->10.0.0.7:8023: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:35014->10.0.0.7:8043: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:44342->10.0.0.7:8027: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:54654->10.0.0.7:8006: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:56596->10.0.0.7:8028: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:35112->10.0.0.7:8036: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:60408->10.0.0.7:8018: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:53504->10.0.0.7:8014: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:49192->10.0.0.7:8007: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:43464->10.0.0.7:8033: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:55772->10.0.0.7:8009: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:55850->10.0.0.7:8001: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:56814->10.0.0.7:8041: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:39168->10.0.0.7:8039: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:48278->10.0.0.7:8040: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:41698->10.0.0.7:8004: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:52196->10.0.0.7:8011: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:45662->10.0.0.7:8045: write: broken pipe
2022/07/02 12:41:04 network error during remote value write, aborting: write tcp 10.0.0.4:50388->10.0.0.7:8003: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:47464->10.0.0.7:8024: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:47376->10.0.0.7:8032: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:57864->10.0.0.7:8002: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:42450->10.0.0.7:8020: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:47068->10.0.0.7:8038: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:39468->10.0.0.7:8021: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:41788->10.0.0.7:8044: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:48100->10.0.0.7:8046: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:42838->10.0.0.7:8012: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:39028->10.0.0.7:8029: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:59554->10.0.0.7:8022: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:33616->10.0.0.7:8026: write: broken pipe
2022/07/02 12:41:05 network error during remote value write, aborting: write tcp 10.0.0.4:32880->10.0.0.7:8016: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:54632->10.0.0.7:8047: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:50606->10.0.0.7:8013: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:43602->10.0.0.7:8015: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:34336->10.0.0.7:8048: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:50972->10.0.0.7:8042: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:43608->10.0.0.7:8005: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:52966->10.0.0.7:8017: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:58196->10.0.0.7:8010: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:58560->10.0.0.7:8031: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:48598->10.0.0.7:8008: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:42256->10.0.0.7:8034: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:38948->10.0.0.7:8035: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:49338->10.0.0.7:8019: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:41708->10.0.0.7:8025: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:60308->10.0.0.7:8037: write: broken pipe
2022/07/02 12:41:06 network error during remote value write, aborting: write tcp 10.0.0.4:43744->10.0.0.7:8030: write: broken pipe
2022/07/02 12:41:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:12 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:13 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 received SIGTERM
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:14 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:41:15 network error during remote value write, aborting: write tcp 10.0.0.4:40230->10.0.0.5:8000: write: broken pipe
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:41:15 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
