Compiling /home/azbench/image/run_raftkvs_server.sc
2022/07/02 12:54:36 removing badger files
2022/07/02 12:54:36 persist false
2022/07/02 12:54:36 Monitor: started listening on 10.0.0.4:9000
2022/07/02 12:54:36 relaxed mailboxes started listening on: 10.0.0.4:8000
2022/07/02 12:54:36 fd change state: archetype = 1, old state = uninitialized, new state = alive. Due to rpc call reply
2022/07/02 12:54:36 fd change state: archetype = 3, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.6:9000: connect: connection refused
2022/07/02 12:54:36 fd change state: archetype = 2, old state = uninitialized, new state = failed. Due to dial error: dial tcp 10.0.0.5:9000: connect: connection refused
2022/07/02 12:54:36 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:54:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:54:59 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:00 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:41740->10.0.0.7:8025: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:37000->10.0.0.7:8050: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:53530->10.0.0.7:8014: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:47408->10.0.0.7:8032: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:39660->10.0.0.7:8039: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:44798->10.0.0.7:8027: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:48354->10.0.0.7:8040: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:35140->10.0.0.7:8036: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:42870->10.0.0.7:8012: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:41818->10.0.0.7:8044: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:46116->10.0.0.7:8045: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:47096->10.0.0.7:8038: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:59580->10.0.0.7:8022: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:39536->10.0.0.7:8029: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:49372->10.0.0.7:8019: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:57656->10.0.0.7:8041: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:54474->10.0.0.7:8049: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:51536->10.0.0.7:8053: write: broken pipe
2022/07/02 12:55:06 network error during remote value write, aborting: write tcp 10.0.0.4:56628->10.0.0.7:8028: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:60350->10.0.0.7:8037: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:39498->10.0.0.7:8021: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:58226->10.0.0.7:8010: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:47972->10.0.0.7:8024: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:44378->10.0.0.7:8052: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:60956->10.0.0.7:8055: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:50682->10.0.0.7:8003: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:52998->10.0.0.7:8017: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:38976->10.0.0.7:8035: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:42484->10.0.0.7:8020: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:52138->10.0.0.7:8056: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:55884->10.0.0.7:8001: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:60436->10.0.0.7:8018: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:58548->10.0.0.7:8054: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:59318->10.0.0.7:8051: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:33672->10.0.0.7:8026: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:48130->10.0.0.7:8046: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:58596->10.0.0.7:8031: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:49222->10.0.0.7:8007: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:50638->10.0.0.7:8013: write: broken pipe
2022/07/02 12:55:07 network error during remote value write, aborting: write tcp 10.0.0.4:43804->10.0.0.7:8015: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:42292->10.0.0.7:8034: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:41764->10.0.0.7:8004: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:51032->10.0.0.7:8042: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:32914->10.0.0.7:8016: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:54680->10.0.0.7:8006: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:43640->10.0.0.7:8005: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:43776->10.0.0.7:8030: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:55810->10.0.0.7:8009: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:35442->10.0.0.7:8043: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:57898->10.0.0.7:8002: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:34360->10.0.0.7:8048: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:43496->10.0.0.7:8033: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:52262->10.0.0.7:8011: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:38290->10.0.0.7:8023: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:48630->10.0.0.7:8008: write: broken pipe
2022/07/02 12:55:08 network error during remote value write, aborting: write tcp 10.0.0.4:54666->10.0.0.7:8047: write: broken pipe
2022/07/02 12:55:08 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:08 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:09 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:10 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 received SIGTERM
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 handleConn err = EOF, value = defaultInitValue
2022/07/02 12:55:11 network error during remote value write, aborting: write tcp 10.0.0.4:40714->10.0.0.5:8000: write: broken pipe
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
2022/07/02 12:55:11 failed to dial 10.0.0.5:8000, aborting: dial tcp 10.0.0.5:8000: connect: connection refused
